age,job,marital,education,default,balance,housing,day,month,duration,loan
50,management,married,tertiary,no,414,yes,3,apr,707,no
26,blue-collar,single,secondary,no,5005,no,3,apr,117,yes
39,blue-collar,married,secondary,no,1756,yes,3,apr,939,no
55,blue-collar,divorced,secondary,no,1613,yes,3,apr,296,no
41,self-employed,married,secondary,no,3123,yes,3,apr,1203,no
54,entrepreneur,divorced,unknown,no,4736,yes,6,apr,475,no
33,technician,single,tertiary,no,127,yes,6,apr,583,no
42,management,single,tertiary,no,11891,no,6,apr,158,no
50,blue-collar,married,primary,no,4979,no,6,apr,180,no
40,management,married,secondary,no,754,no,6,apr,635,yes
37,admin.,married,secondary,no,1207,yes,6,apr,1353,no
44,blue-collar,single,secondary,no,712,yes,6,apr,740,yes
30,blue-collar,single,tertiary,no,297,no,7,apr,465,no
26,self-employed,single,secondary,no,3676,no,7,apr,148,no
47,unemployed,married,secondary,no,817,no,7,apr,721,no
46,blue-collar,single,tertiary,no,283,no,7,apr,299,no
25,admin.,single,secondary,no,82,no,7,apr,104,yes
56,technician,married,secondary,no,2847,no,8,apr,327,no
36,blue-collar,single,secondary,no,1822,yes,8,apr,952,no
35,technician,single,secondary,no,16,yes,8,apr,903,no
54,unemployed,married,secondary,no,377,no,8,apr,1134,no
48,management,married,secondary,no,4415,yes,8,apr,1032,no
32,technician,married,secondary,no,303,yes,8,apr,150,no
60,admin.,divorced,secondary,no,12039,no,8,apr,236,no
67,retired,married,secondary,no,1443,no,8,apr,245,no
32,management,single,tertiary,no,1781,no,8,apr,321,no
26,admin.,married,secondary,no,3415,no,8,apr,209,no
33,management,single,tertiary,no,318,yes,8,apr,1190,no
21,student,single,primary,no,423,no,8,apr,104,no
30,technician,single,secondary,no,2544,no,8,apr,108,no
27,student,single,secondary,no,2614,no,8,apr,143,no
30,services,single,secondary,no,1268,yes,8,apr,105,no
36,blue-collar,married,secondary,no,536,yes,8,apr,274,no
27,admin.,married,secondary,no,1293,yes,8,apr,1665,no
29,management,single,tertiary,no,1377,no,8,apr,548,no
38,blue-collar,single,secondary,no,2580,yes,8,apr,1691,no
23,admin.,single,tertiary,no,314,no,8,apr,142,yes
38,technician,married,tertiary,no,206,no,8,apr,350,no
30,technician,single,secondary,no,3286,yes,9,apr,743,no
41,services,married,secondary,no,803,yes,9,apr,592,no
33,technician,single,secondary,no,719,yes,9,apr,448,no
35,admin.,married,secondary,no,898,yes,9,apr,214,no
29,admin.,married,tertiary,no,332,no,9,apr,179,no
68,retired,divorced,primary,no,695,no,9,apr,233,no
20,student,single,secondary,no,1819,no,9,apr,245,no
30,management,single,tertiary,no,2544,no,9,apr,152,no
32,blue-collar,married,secondary,no,759,yes,9,apr,317,no
28,management,divorced,tertiary,no,229,yes,9,apr,1042,no
45,blue-collar,married,secondary,no,96,yes,13,apr,348,no
29,technician,single,secondary,no,110,yes,13,apr,1036,no
31,blue-collar,married,secondary,no,1406,yes,13,apr,1091,yes
39,services,divorced,secondary,no,0,yes,13,apr,1006,no
42,blue-collar,married,primary,no,2103,yes,13,apr,384,no
35,management,single,tertiary,no,1599,yes,13,apr,407,yes
34,technician,single,tertiary,no,925,yes,13,apr,709,no
26,management,single,tertiary,no,-3,no,13,apr,1022,no
29,services,divorced,secondary,no,84,yes,13,apr,1101,no
44,self-employed,single,tertiary,no,1367,yes,13,apr,1232,no
34,management,married,tertiary,no,703,yes,14,apr,342,no
33,management,married,tertiary,no,0,yes,14,apr,535,no
34,management,single,tertiary,no,2646,no,14,apr,142,no
33,admin.,single,secondary,no,572,yes,14,apr,344,no
22,student,single,secondary,no,107,no,14,apr,125,no
32,technician,married,secondary,no,765,yes,14,apr,850,yes
36,services,single,secondary,no,-253,yes,14,apr,1073,no
44,admin.,divorced,secondary,no,0,no,14,apr,1594,no
65,retired,married,secondary,no,2,no,14,apr,450,no
61,self-employed,divorced,tertiary,no,6,yes,14,apr,133,no
41,housemaid,married,primary,no,0,no,14,apr,168,no
24,management,married,unknown,no,448,no,14,apr,324,no
77,retired,divorced,tertiary,no,4659,no,14,apr,161,no
62,housemaid,married,tertiary,no,1528,no,14,apr,496,no
30,unemployed,married,tertiary,no,330,no,14,apr,111,no
29,admin.,single,secondary,no,731,no,14,apr,107,no
29,unemployed,single,secondary,no,25,no,14,apr,207,no
65,management,married,secondary,no,587,no,15,apr,223,no
43,services,married,primary,no,2557,yes,15,apr,165,no
70,retired,divorced,primary,no,275,no,15,apr,82,no
32,services,married,secondary,no,1129,yes,15,apr,903,no
46,technician,married,secondary,no,2149,yes,15,apr,282,no
33,admin.,married,secondary,no,855,no,15,apr,110,no
57,services,married,primary,no,491,yes,15,apr,1217,no
62,blue-collar,married,secondary,no,180,no,15,apr,389,no
32,services,single,secondary,no,133,no,15,apr,171,no
39,blue-collar,single,secondary,no,649,yes,15,apr,668,no
76,housemaid,divorced,primary,no,1411,no,15,apr,170,no
36,admin.,single,secondary,no,11174,yes,15,apr,953,no
27,technician,single,secondary,no,439,yes,15,apr,1038,no
38,management,single,tertiary,no,6158,yes,15,apr,139,no
56,blue-collar,married,primary,no,3498,no,15,apr,264,no
51,unemployed,married,tertiary,no,1801,no,16,apr,838,no
39,management,married,tertiary,no,937,no,16,apr,144,no
35,management,divorced,tertiary,no,26,no,16,apr,78,no
32,blue-collar,married,secondary,yes,-53,yes,16,apr,648,no
51,housemaid,married,unknown,no,2337,yes,16,apr,251,no
37,technician,married,secondary,no,1762,no,16,apr,334,no
52,entrepreneur,single,tertiary,no,3469,yes,16,apr,583,no
35,technician,married,secondary,no,545,yes,16,apr,1579,no
47,admin.,married,secondary,no,3480,no,16,apr,443,no
31,technician,married,secondary,no,183,no,16,apr,495,no
49,services,married,secondary,no,2416,yes,16,apr,1366,no
30,management,single,tertiary,no,424,no,16,apr,298,no
35,blue-collar,single,secondary,no,0,yes,16,apr,1174,no
44,management,married,primary,no,294,no,16,apr,165,no
42,blue-collar,married,secondary,no,1598,yes,16,apr,1463,yes
29,management,single,tertiary,no,268,no,16,apr,667,no
42,technician,divorced,secondary,no,214,no,16,apr,127,no
43,management,married,tertiary,no,240,yes,16,apr,453,no
36,technician,single,secondary,no,2511,yes,16,apr,700,no
36,technician,married,tertiary,no,4596,yes,16,apr,901,no
32,services,married,secondary,no,1273,yes,16,apr,1365,no
54,technician,married,secondary,no,3994,no,16,apr,299,yes
50,management,married,tertiary,no,469,no,16,apr,161,no
32,technician,single,tertiary,no,932,yes,16,apr,944,no
28,student,single,tertiary,no,844,no,16,apr,551,no
40,services,divorced,primary,no,471,yes,16,apr,1156,no
34,admin.,single,secondary,no,63,yes,17,apr,678,no
52,retired,divorced,primary,no,-779,yes,17,apr,709,yes
35,blue-collar,married,secondary,no,293,yes,17,apr,1017,no
32,management,divorced,tertiary,no,294,yes,17,apr,1095,no
60,management,married,tertiary,no,13546,no,17,apr,452,no
34,blue-collar,married,primary,no,329,yes,17,apr,952,no
30,admin.,single,secondary,no,69,yes,17,apr,997,no
39,self-employed,married,tertiary,no,-3058,yes,17,apr,882,yes
40,services,single,secondary,no,224,yes,17,apr,875,no
38,management,married,tertiary,no,165,yes,17,apr,526,no
35,management,single,tertiary,no,397,yes,17,apr,594,no
37,blue-collar,married,primary,no,3154,yes,17,apr,404,no
29,technician,married,secondary,no,1180,yes,17,apr,367,no
36,technician,single,secondary,yes,-487,yes,17,apr,1080,no
34,management,married,secondary,yes,879,yes,17,apr,712,no
33,technician,married,secondary,no,806,no,17,apr,108,no
29,technician,single,secondary,no,674,no,17,apr,170,no
33,management,married,tertiary,no,0,yes,17,apr,378,no
41,self-employed,married,secondary,no,323,yes,17,apr,949,no
74,retired,married,secondary,no,921,no,17,apr,394,no
53,technician,married,secondary,no,5303,yes,17,apr,320,no
38,admin.,married,secondary,no,0,yes,17,apr,547,yes
41,technician,married,secondary,no,4004,no,17,apr,314,no
52,technician,married,secondary,no,386,no,20,apr,438,no
40,technician,married,primary,no,284,yes,20,apr,1332,no
32,entrepreneur,married,secondary,no,-242,yes,20,apr,1202,no
28,technician,married,secondary,no,1086,yes,20,apr,1112,no
28,management,single,secondary,no,2840,no,20,apr,227,no
35,management,married,tertiary,no,43,yes,20,apr,860,no
46,management,married,primary,no,3229,yes,20,apr,1550,no
50,unknown,married,primary,no,341,yes,20,apr,670,yes
44,blue-collar,single,secondary,no,0,no,20,apr,133,no
29,blue-collar,divorced,secondary,no,-19,yes,20,apr,712,no
61,retired,married,secondary,no,243,no,20,apr,194,no
70,retired,married,secondary,no,2575,no,20,apr,216,no
44,blue-collar,married,secondary,yes,105,yes,20,apr,586,no
59,management,married,tertiary,no,0,yes,20,apr,392,yes
45,blue-collar,married,primary,yes,-443,yes,20,apr,691,yes
39,technician,married,tertiary,no,1524,no,20,apr,567,no
36,blue-collar,married,primary,no,1925,yes,20,apr,904,no
78,retired,married,primary,no,240,no,20,apr,325,no
28,technician,single,tertiary,no,387,yes,20,apr,205,no
50,self-employed,divorced,tertiary,no,13,yes,20,apr,76,no
73,retired,divorced,tertiary,no,3203,no,20,apr,148,no
34,management,married,tertiary,no,606,no,20,apr,97,no
28,student,single,secondary,no,0,no,20,apr,185,no
42,admin.,divorced,secondary,no,527,no,20,apr,112,yes
54,unemployed,divorced,secondary,no,309,no,20,apr,241,no
27,blue-collar,married,secondary,no,4333,no,20,apr,163,no
73,retired,married,primary,no,253,no,20,apr,345,no
33,management,single,tertiary,no,6807,no,20,apr,163,no
51,entrepreneur,married,tertiary,no,83,no,20,apr,267,no
32,management,single,tertiary,no,819,yes,20,apr,114,no
33,technician,married,secondary,no,1968,yes,20,apr,1817,no
26,services,single,secondary,no,136,no,20,apr,120,no
32,technician,single,secondary,no,1995,yes,20,apr,121,no
41,blue-collar,divorced,primary,no,285,yes,20,apr,1272,no
39,blue-collar,married,unknown,no,621,yes,20,apr,1333,no
24,student,single,secondary,no,597,yes,20,apr,943,no
37,blue-collar,divorced,secondary,no,0,yes,21,apr,146,no
35,management,single,tertiary,no,1750,yes,21,apr,333,no
26,student,single,tertiary,no,10086,no,21,apr,110,no
29,technician,single,secondary,no,3466,no,21,apr,274,no
63,retired,married,unknown,no,2193,no,21,apr,1348,no
95,retired,divorced,primary,no,2282,no,21,apr,207,no
65,retired,married,tertiary,no,1973,no,21,apr,396,no
59,technician,married,secondary,no,10925,no,21,apr,100,no
35,management,single,tertiary,no,704,no,21,apr,164,no
74,retired,married,secondary,no,9480,no,21,apr,211,no
56,unemployed,married,primary,no,3391,no,21,apr,243,no
26,student,single,tertiary,no,1134,no,21,apr,464,no
30,blue-collar,single,unknown,no,6281,no,21,apr,149,no
29,self-employed,married,secondary,no,123,no,21,apr,158,yes
78,retired,married,primary,no,8556,no,21,apr,137,no
45,unknown,divorced,unknown,no,0,no,21,apr,278,no
29,blue-collar,single,secondary,no,2,yes,21,apr,379,yes
39,admin.,married,tertiary,no,1108,no,21,apr,204,no
45,management,married,tertiary,no,212,no,21,apr,65,no
45,technician,married,tertiary,no,5110,no,22,apr,341,no
36,student,single,secondary,no,17,no,22,apr,621,no
41,unknown,single,unknown,no,942,no,22,apr,219,no
38,technician,married,secondary,no,0,yes,22,apr,315,no
33,admin.,married,tertiary,no,882,no,22,apr,104,no
30,services,married,tertiary,no,81,no,22,apr,145,no
65,retired,married,primary,no,276,no,22,apr,229,no
75,retired,married,tertiary,no,2991,no,22,apr,240,no
65,management,divorced,tertiary,no,90,yes,22,apr,416,no
53,management,married,tertiary,no,3754,no,22,apr,307,no
40,management,married,primary,no,395,yes,22,apr,232,no
31,admin.,single,tertiary,no,676,yes,22,apr,124,no
25,student,single,secondary,no,8,no,22,apr,107,no
37,technician,married,secondary,no,0,yes,22,apr,1288,no
32,management,single,tertiary,no,2069,no,22,apr,545,no
45,management,married,tertiary,no,506,no,23,apr,229,no
35,management,married,tertiary,no,8,no,23,apr,93,no
74,retired,married,primary,no,670,no,23,apr,266,no
37,management,married,tertiary,no,0,yes,23,apr,242,no
59,blue-collar,married,primary,no,1939,no,23,apr,172,no
76,management,married,unknown,no,1780,yes,23,apr,413,no
25,blue-collar,single,secondary,no,0,no,23,apr,163,no
27,services,single,secondary,no,955,no,23,apr,206,no
39,admin.,married,secondary,no,732,no,23,apr,522,no
24,services,single,unknown,no,2022,no,23,apr,159,no
28,blue-collar,single,tertiary,no,4099,no,23,apr,116,no
51,management,married,tertiary,no,4917,no,23,apr,113,no
66,retired,married,primary,no,2883,no,23,apr,158,no
28,unemployed,single,primary,no,1374,no,23,apr,203,no
30,management,single,tertiary,no,398,no,24,apr,235,no
58,blue-collar,married,secondary,no,3027,yes,24,apr,160,no
32,management,single,tertiary,no,2974,yes,24,apr,227,no
31,technician,single,tertiary,no,1081,no,24,apr,202,no
71,technician,married,tertiary,no,383,no,27,apr,388,no
37,admin.,married,tertiary,no,3913,yes,27,apr,124,no
56,management,divorced,tertiary,no,3287,no,27,apr,497,no
65,retired,married,primary,no,3629,no,27,apr,148,no
72,self-employed,married,tertiary,no,132,no,27,apr,444,no
51,admin.,single,secondary,no,726,yes,27,apr,89,no
35,blue-collar,married,secondary,no,149,yes,29,apr,507,no
34,blue-collar,married,secondary,no,640,yes,29,apr,636,no
29,admin.,married,secondary,no,7707,yes,29,apr,961,no
30,technician,single,tertiary,no,53,no,29,apr,375,no
39,technician,single,secondary,no,15,yes,30,apr,510,no
45,management,married,tertiary,no,242,no,30,apr,587,no
28,admin.,single,secondary,no,377,no,30,apr,571,no
52,unemployed,married,secondary,no,94,no,30,apr,244,no
59,retired,married,primary,no,363,no,30,apr,400,no
38,services,married,secondary,no,1970,yes,30,apr,701,no
47,technician,married,secondary,no,1167,yes,30,apr,968,no
52,management,married,tertiary,no,193,no,30,apr,381,no
38,management,married,tertiary,no,0,yes,30,apr,571,no
29,student,single,secondary,no,78,no,30,apr,239,no
36,unemployed,single,tertiary,no,1291,no,30,apr,195,no
58,retired,married,tertiary,no,1425,no,30,apr,224,no
31,technician,married,tertiary,no,3382,no,30,apr,739,no
59,retired,divorced,secondary,no,5583,yes,30,apr,720,no
47,blue-collar,married,secondary,no,1230,yes,30,apr,412,no
36,admin.,married,secondary,no,96,no,30,apr,208,no
21,student,single,secondary,no,224,no,30,apr,871,no
23,student,single,secondary,no,0,no,30,apr,297,no
47,blue-collar,married,secondary,no,1730,yes,30,apr,231,no
29,management,single,tertiary,no,697,no,30,apr,365,no
25,management,single,tertiary,no,943,no,30,apr,512,no
37,technician,married,secondary,no,1458,no,30,apr,281,no
33,admin.,married,secondary,no,95,yes,30,apr,335,no
59,technician,married,secondary,no,2308,no,30,apr,815,no
58,management,divorced,tertiary,no,5701,no,30,apr,354,no
44,blue-collar,married,unknown,no,1529,yes,30,apr,347,no
48,blue-collar,married,secondary,no,292,no,30,apr,271,no
34,self-employed,married,primary,no,7468,yes,30,apr,383,yes
42,technician,married,unknown,no,1559,no,30,apr,368,no
54,admin.,divorced,secondary,no,1693,no,30,apr,1277,no
42,technician,married,tertiary,no,757,no,30,apr,354,no
42,blue-collar,married,primary,no,201,yes,30,apr,841,no
44,self-employed,divorced,tertiary,no,1070,yes,30,apr,381,no
37,blue-collar,married,secondary,no,1330,no,30,apr,390,no
29,student,single,secondary,no,314,no,30,apr,465,no
47,unknown,married,unknown,no,677,no,30,apr,900,no
24,management,single,tertiary,no,2845,no,30,apr,779,no
34,admin.,single,secondary,no,-32,no,30,apr,246,yes
30,management,single,tertiary,no,398,no,30,apr,554,no
46,technician,married,secondary,no,0,no,30,apr,200,no
34,services,married,secondary,no,1337,no,30,apr,442,no
59,retired,married,secondary,no,493,no,30,apr,237,no
35,management,single,tertiary,no,1750,yes,30,apr,687,no
33,technician,married,tertiary,no,4401,no,30,apr,439,no
35,management,married,tertiary,no,193,yes,30,apr,565,no
37,management,married,tertiary,no,5106,no,30,apr,244,no
35,admin.,single,tertiary,no,994,no,30,apr,400,no
38,technician,single,tertiary,no,1101,no,30,apr,800,no
33,blue-collar,single,unknown,no,129,yes,30,apr,482,yes
42,management,married,tertiary,no,6060,yes,30,apr,316,no
33,management,married,tertiary,no,55,no,30,apr,526,no
53,management,married,tertiary,no,1624,no,30,apr,284,no
53,services,married,secondary,no,341,no,30,apr,423,no
31,management,single,tertiary,no,2016,no,30,apr,209,no
26,admin.,single,secondary,no,255,no,30,apr,457,no
30,technician,single,secondary,no,4684,yes,30,apr,268,no
24,admin.,single,secondary,no,1052,no,30,apr,354,no
28,management,single,tertiary,no,1808,no,30,apr,309,no
26,unemployed,single,tertiary,no,3511,no,30,apr,439,no
35,technician,married,secondary,no,518,yes,30,apr,616,no
28,technician,single,secondary,no,227,no,30,apr,278,no
30,admin.,single,secondary,no,270,no,30,apr,437,no
32,management,married,tertiary,no,4733,no,30,apr,532,no
52,self-employed,married,tertiary,no,6657,no,30,apr,917,no
38,management,married,tertiary,no,613,no,30,apr,242,no
34,self-employed,single,tertiary,no,5462,no,30,apr,430,no
29,technician,single,secondary,no,674,no,30,apr,483,no
30,management,single,tertiary,no,364,no,30,apr,306,no
31,services,single,secondary,no,181,no,30,apr,325,no
24,student,single,primary,no,474,no,30,apr,551,no
25,management,single,tertiary,no,219,no,30,apr,458,no
47,management,single,tertiary,no,86,no,30,apr,387,no
33,student,single,unknown,no,1170,no,30,apr,352,no
34,admin.,single,tertiary,no,18,yes,30,apr,359,yes
36,technician,single,tertiary,no,197,no,30,apr,260,no
50,management,married,tertiary,no,938,no,30,apr,780,no
34,management,single,tertiary,no,1228,no,30,apr,580,no
54,technician,divorced,secondary,no,2156,yes,30,apr,258,no
47,technician,married,tertiary,no,2408,no,30,apr,376,no
31,admin.,married,secondary,no,35,no,30,apr,615,no
36,management,married,tertiary,no,393,yes,30,apr,555,no
35,services,married,unknown,no,618,no,30,apr,951,no
25,student,single,secondary,no,1608,no,30,apr,664,no
46,management,married,tertiary,no,699,no,30,apr,970,no
49,entrepreneur,single,secondary,no,5802,no,30,apr,618,no
47,blue-collar,married,primary,no,2749,yes,30,apr,774,no
35,management,single,tertiary,no,1162,no,30,apr,175,no
30,technician,married,secondary,no,776,no,30,apr,861,no
31,management,single,tertiary,no,1619,no,30,apr,327,no
55,admin.,married,secondary,no,139,no,30,apr,241,no
25,admin.,single,secondary,no,2816,no,30,apr,327,no
26,technician,single,secondary,no,507,no,30,apr,380,no
85,retired,married,primary,no,98,no,30,apr,416,no
29,management,single,tertiary,no,2753,no,30,apr,645,no
39,management,married,tertiary,no,0,no,30,apr,342,no
33,blue-collar,single,secondary,no,498,no,30,apr,301,no
33,blue-collar,single,tertiary,no,700,no,30,apr,169,no
58,management,married,tertiary,no,4152,yes,30,apr,750,no
61,retired,divorced,secondary,no,927,no,30,apr,427,no
50,admin.,single,secondary,no,2252,no,30,apr,652,no
54,technician,married,secondary,no,0,no,30,apr,766,no
33,technician,married,tertiary,no,0,no,30,apr,227,no
36,admin.,single,secondary,no,728,no,30,apr,230,no
31,management,single,tertiary,no,354,no,30,apr,502,no
24,student,single,secondary,no,382,no,30,apr,567,no
29,management,single,tertiary,no,36252,yes,30,apr,501,no
40,management,married,tertiary,no,158,no,30,apr,712,no
29,blue-collar,single,secondary,no,734,yes,30,apr,259,yes
30,admin.,single,tertiary,no,305,no,30,apr,633,no
45,blue-collar,married,secondary,no,10252,no,4,may,675,no
37,management,single,tertiary,no,3141,no,4,may,384,no
28,unemployed,single,primary,no,236,no,4,may,193,no
33,management,single,tertiary,no,5437,no,4,may,267,no
33,technician,married,secondary,no,133,no,4,may,218,no
45,blue-collar,married,secondary,no,640,yes,4,may,447,no
25,student,single,tertiary,no,253,no,4,may,597,no
41,blue-collar,married,secondary,no,5060,no,4,may,963,no
38,technician,divorced,secondary,no,902,yes,4,may,301,no
47,technician,married,secondary,no,335,no,4,may,417,no
49,management,married,tertiary,no,1,no,4,may,1076,no
42,admin.,single,secondary,no,1451,yes,4,may,251,no
33,technician,single,tertiary,no,1636,yes,4,may,592,no
36,admin.,married,tertiary,no,3221,no,4,may,322,no
60,technician,married,secondary,no,316,no,4,may,545,no
33,technician,married,secondary,no,2044,yes,4,may,532,no
33,technician,married,secondary,no,557,no,4,may,367,no
33,services,single,secondary,no,489,yes,4,may,297,no
32,student,single,tertiary,no,1138,no,4,may,214,no
36,self-employed,married,secondary,no,188,yes,4,may,1046,yes
45,technician,married,secondary,no,1998,no,4,may,237,no
35,management,married,tertiary,no,520,yes,4,may,458,no
38,management,divorced,tertiary,no,6368,yes,4,may,922,no
30,self-employed,married,tertiary,no,2666,no,4,may,781,no
31,technician,married,secondary,no,4182,yes,4,may,347,no
32,self-employed,divorced,tertiary,no,3271,no,4,may,949,no
44,self-employed,married,unknown,no,163,yes,4,may,364,no
39,management,single,tertiary,no,1515,yes,4,may,815,no
45,blue-collar,married,primary,no,803,yes,4,may,742,no
32,blue-collar,single,secondary,no,400,no,4,may,268,no
39,management,single,tertiary,no,2454,yes,4,may,716,no
30,management,single,tertiary,no,533,no,4,may,365,no
63,management,married,unknown,no,2352,no,4,may,475,no
56,retired,married,primary,no,9367,no,4,may,617,no
26,technician,single,secondary,no,237,yes,4,may,1091,no
37,student,single,unknown,no,444,no,4,may,1063,no
29,management,single,tertiary,no,9407,no,4,may,267,no
24,student,single,secondary,no,387,no,4,may,340,no
35,entrepreneur,married,secondary,no,2971,no,4,may,429,no
43,technician,married,tertiary,no,2643,no,4,may,331,no
39,blue-collar,married,secondary,no,261,no,4,may,841,no
59,retired,divorced,secondary,no,514,no,4,may,673,no
50,blue-collar,married,primary,no,5872,yes,5,may,762,no
44,services,divorced,secondary,no,-368,yes,5,may,895,no
35,student,single,secondary,no,188,yes,5,may,863,no
30,blue-collar,married,secondary,no,61,yes,5,may,525,no
58,admin.,married,secondary,no,2160,yes,5,may,1090,yes
37,management,married,tertiary,no,658,yes,5,may,838,no
39,management,married,tertiary,no,0,yes,5,may,811,no
31,blue-collar,single,secondary,no,196,yes,5,may,568,no
33,self-employed,single,tertiary,no,94,yes,5,may,955,no
41,management,married,tertiary,no,326,yes,5,may,788,no
44,services,married,secondary,no,-395,yes,5,may,894,no
46,blue-collar,married,unknown,no,9328,yes,5,may,725,no
30,technician,single,secondary,no,-522,yes,5,may,670,yes
35,admin.,married,secondary,no,1286,yes,5,may,862,no
27,admin.,married,secondary,no,710,yes,6,may,653,yes
39,technician,divorced,tertiary,yes,3,no,6,may,488,no
32,self-employed,single,tertiary,no,0,yes,6,may,767,no
37,technician,divorced,secondary,no,141,yes,6,may,848,no
31,technician,single,secondary,no,53,yes,6,may,530,yes
30,management,divorced,tertiary,no,415,yes,6,may,984,yes
34,entrepreneur,married,tertiary,no,0,yes,6,may,611,no
31,blue-collar,single,secondary,no,1979,yes,6,may,1205,yes
27,admin.,married,secondary,no,0,yes,6,may,837,no
36,management,single,tertiary,no,7506,yes,6,may,839,no
32,admin.,married,secondary,no,752,yes,6,may,519,no
49,management,married,secondary,no,99,yes,6,may,687,no
29,admin.,single,secondary,no,266,yes,6,may,540,no
29,admin.,single,secondary,no,27,yes,6,may,754,no
28,blue-collar,single,secondary,no,524,yes,6,may,554,no
60,management,married,tertiary,no,5990,yes,6,may,396,no
33,management,married,secondary,no,3935,yes,6,may,765,no
35,management,married,tertiary,no,991,yes,6,may,1489,no
31,management,single,tertiary,no,59,yes,6,may,1347,yes
40,management,married,tertiary,no,1598,yes,6,may,1074,yes
29,management,married,tertiary,no,0,yes,6,may,667,no
35,management,married,tertiary,no,802,yes,6,may,686,no
32,management,married,tertiary,no,2465,yes,7,may,923,yes
26,management,single,tertiary,no,114,yes,7,may,457,no
42,blue-collar,married,primary,no,1461,yes,7,may,757,no
33,admin.,single,tertiary,no,475,yes,7,may,1046,no
36,management,single,tertiary,no,4,yes,7,may,855,no
35,management,single,tertiary,no,1618,yes,7,may,542,yes
30,services,single,secondary,no,-271,yes,7,may,609,no
59,admin.,single,secondary,no,2166,yes,7,may,574,yes
44,blue-collar,married,primary,no,4031,yes,7,may,983,no
50,services,married,primary,no,5024,yes,7,may,661,yes
51,technician,married,secondary,no,-1944,yes,7,may,623,no
51,admin.,married,secondary,no,3025,no,7,may,476,no
60,blue-collar,married,unknown,no,2090,yes,7,may,957,no
29,technician,single,tertiary,no,0,yes,7,may,347,no
43,management,married,tertiary,no,1429,yes,7,may,1030,no
31,admin.,single,secondary,no,0,yes,7,may,895,no
26,blue-collar,single,secondary,no,311,yes,7,may,798,no
23,housemaid,married,tertiary,no,66,yes,7,may,1391,no
49,blue-collar,single,primary,no,2146,yes,7,may,1516,no
42,unemployed,married,secondary,no,356,yes,7,may,787,no
39,blue-collar,married,secondary,no,62,yes,7,may,877,no
45,admin.,married,secondary,yes,-106,yes,7,may,553,yes
45,services,divorced,secondary,no,608,yes,7,may,1135,yes
39,technician,divorced,secondary,no,291,yes,7,may,882,no
45,blue-collar,divorced,secondary,no,-184,yes,7,may,878,no
39,admin.,single,secondary,no,2345,yes,8,may,491,no
23,technician,single,secondary,no,4,yes,8,may,763,no
57,admin.,married,secondary,no,6005,yes,8,may,704,no
32,blue-collar,married,secondary,no,333,yes,8,may,501,no
29,management,single,tertiary,no,3041,yes,8,may,606,no
42,management,married,tertiary,no,4,yes,8,may,579,no
47,blue-collar,divorced,primary,no,603,yes,8,may,1080,yes
36,management,married,tertiary,no,0,yes,8,may,308,no
57,management,married,tertiary,no,830,yes,8,may,662,yes
36,technician,single,tertiary,no,962,yes,8,may,568,no
53,technician,single,tertiary,no,185,yes,8,may,1448,no
56,blue-collar,divorced,primary,no,-9,yes,8,may,728,yes
33,admin.,divorced,tertiary,no,891,no,8,may,398,no
59,retired,married,tertiary,no,148,yes,8,may,685,yes
47,retired,married,primary,no,1374,no,8,may,479,yes
42,management,married,tertiary,no,-556,yes,8,may,682,yes
38,self-employed,single,tertiary,no,1612,yes,8,may,423,no
40,self-employed,married,secondary,no,0,yes,11,may,657,no
41,admin.,single,secondary,no,-109,yes,11,may,1038,yes
43,management,divorced,tertiary,no,580,yes,11,may,1514,no
24,services,married,secondary,no,4500,yes,11,may,733,no
40,services,married,secondary,no,-192,yes,11,may,666,no
40,blue-collar,married,secondary,no,-438,no,11,may,1017,no
34,services,single,secondary,no,-701,yes,11,may,610,no
36,management,single,tertiary,no,1400,yes,11,may,608,no
38,services,married,secondary,no,5293,yes,11,may,475,no
39,blue-collar,married,secondary,no,785,yes,11,may,1232,no
25,student,single,primary,no,373,yes,11,may,819,no
39,management,married,tertiary,no,763,yes,11,may,877,no
41,blue-collar,married,secondary,no,1236,yes,11,may,911,no
36,admin.,divorced,secondary,no,-811,yes,12,may,365,no
34,entrepreneur,married,primary,no,7279,yes,12,may,882,no
34,admin.,divorced,secondary,no,479,yes,12,may,515,no
38,housemaid,single,primary,no,199,yes,12,may,1203,no
40,blue-collar,married,secondary,no,1808,yes,12,may,560,no
31,admin.,married,secondary,no,2,yes,12,may,703,yes
37,blue-collar,married,primary,no,-106,yes,12,may,690,yes
58,entrepreneur,married,secondary,no,670,yes,12,may,1272,no
48,services,divorced,secondary,no,-361,yes,12,may,1062,no
35,blue-collar,married,primary,no,159,yes,12,may,826,yes
34,admin.,single,secondary,no,151,yes,12,may,590,no
51,blue-collar,married,secondary,no,518,yes,12,may,918,no
39,management,single,tertiary,no,5073,yes,12,may,1182,no
39,admin.,married,secondary,no,607,yes,12,may,454,no
36,blue-collar,divorced,primary,no,-308,yes,12,may,725,no
47,services,married,secondary,no,367,yes,12,may,309,no
35,blue-collar,single,secondary,no,855,yes,12,may,549,no
33,blue-collar,married,secondary,no,1240,yes,12,may,844,no
47,admin.,married,secondary,no,663,yes,12,may,409,yes
38,services,single,secondary,no,895,yes,12,may,1531,no
46,blue-collar,married,primary,no,804,yes,12,may,1063,no
42,blue-collar,married,primary,no,-407,yes,12,may,829,yes
